,python_vals,java_vals
0,0.221899083903,0.221899083903
1,0.221899083903,0.221899083903
2,0.0219087780524,0.0219087780524
3,0.221899083903,0.221899083903
4,0.263923222335,0.263923222335
5,0.0980078522612,0.0980078522612
6,0.221899083903,0.221899083903
7,0.0980078522612,0.0980078522612
8,0.221899083903,0.221899083903
9,0.263923222335,0.263923222335
10,0.221899083903,0.221899083903
11,0.0980078522612,0.0980078522612
12,0.263923222335,0.263923222335
13,0.263923222335,0.263923222335
14,0.0980078522612,0.0980078522612
15,0.221899083903,0.221899083903
16,0.221899083903,0.221899083903
17,0.221899083903,0.221899083903
18,0.0980078522612,0.0980078522612
19,0.221899083903,0.221899083903
20,0.221899083903,0.221899083903
21,0.221899083903,0.221899083903
22,0.221899083903,0.221899083903
23,0.221899083903,0.221899083903
24,0.263923222335,0.263923222335
25,0.196936648732,0.196936648732
26,0.263923222335,0.263923222335
27,0.0219087780524,0.0219087780524
28,0.263923222335,0.263923222335
29,0.0219087780524,0.0219087780524
30,0.221899083903,0.221899083903
31,0.221899083903,0.221899083903
32,0.221899083903,0.221899083903
33,0.221899083903,0.221899083903
34,0.0980078522612,0.0980078522612
35,0.221899083903,0.221899083903
36,0.221899083903,0.221899083903
37,0.221899083903,0.221899083903
38,0.221899083903,0.221899083903
39,0.221899083903,0.221899083903
40,0.221899083903,0.221899083903
41,0.221899083903,0.221899083903
42,0.221899083903,0.221899083903
43,0.221899083903,0.221899083903
44,0.263923222335,0.263923222335
45,0.263923222335,0.263923222335
46,0.221899083903,0.221899083903
47,0.221899083903,0.221899083903
48,0.221899083903,0.221899083903
49,0.221899083903,0.221899083903
50,0.263923222335,0.263923222335
51,0.0980078522612,0.0980078522612
52,0.221899083903,0.221899083903
53,0.221899083903,0.221899083903
54,0.221899083903,0.221899083903
55,0.0980078522612,0.0980078522612
56,0.221899083903,0.221899083903
57,0.0219087780524,0.0219087780524
58,0.221899083903,0.221899083903
59,0.263923222335,0.263923222335
60,0.0980078522612,0.0980078522612
61,0.0980078522612,0.0980078522612
62,0.196936648732,0.196936648732
63,0.0980078522612,0.0980078522612
64,0.221899083903,0.221899083903
65,0.0980078522612,0.0980078522612
66,0.263923222335,0.263923222335
67,0.221899083903,0.221899083903
68,0.221899083903,0.221899083903
69,0.221899083903,0.221899083903
70,0.0980078522612,0.0980078522612
71,0.0980078522612,0.0980078522612
72,0.0980078522612,0.0980078522612
73,0.221899083903,0.221899083903
74,0.221899083903,0.221899083903
75,0.0219087780524,0.0219087780524
76,0.263923222335,0.263923222335
77,0.221899083903,0.221899083903
78,0.196936648732,0.196936648732
79,0.221899083903,0.221899083903
80,0.221899083903,0.221899083903
81,0.263923222335,0.263923222335
82,0.0980078522612,0.0980078522612
83,0.221899083903,0.221899083903
84,0.221899083903,0.221899083903
85,0.196936648732,0.196936648732
86,0.0980078522612,0.0980078522612
87,0.221899083903,0.221899083903
88,0.221899083903,0.221899083903
